,conn_state,duration,history,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,local_orig,local_resp,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto,resp_bytes,resp_ip_bytes,resp_pkts,service,label_tactic,src_ip_bin,dest_ip_bin,src_port_bin,dest_port_bin,duration_bin,missed_bytes_bin,orig_bytes_bin,orig_ip_bytes_bin,orig_pkts_bin,resp_bytes_bin,resp_ip_bytes_bin,resp_pkts_bin,proto_bin,conn_state_bin,history_bin,service_dce_rpc,service_ntlm,service_smb,service_gssapi,service_dhcp,service_dns,service_ftp,service_http,service_ntp,service_ssl,service_unknown
76,S0,0.001762152,S,143.88.7.11,34433,143.88.8.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
77,S0,0.00147295,S,143.88.6.11,42559,143.88.7.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
78,S0,0.001652002,S,143.88.6.11,43175,143.88.7.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
79,RSTO,0.2033541202545166,ShADTdtTtR,143.88.12.12,36211,143.88.13.10,445,False,False,0,8193.0,37588,92,tcp,2186.0,12936,80,"gssapi,smb,ntlm",Persistence,2,2,2,1,1,1,6,6,5,1,1,3,1,2,22,0,1,1,1,0,0,0,0,0,0,0
80,S0,0.000639915,S,143.88.5.14,42603,143.88.6.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
81,S0,0.001168013,S,143.88.4.11,39897,143.88.5.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
82,S0,0.001294851,S,143.88.13.12,43975,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
83,S0,0.001326084,S,143.88.6.11,44263,143.88.7.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
84,S0,0.001399994,S,143.88.4.11,38581,143.88.5.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
85,S0,0.002163887,S,143.88.14.11,33205,143.88.15.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
86,S0,0.001214027,S,143.88.7.11,44837,143.88.8.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
87,RSTO,0.2031490802764892,ShADTdtTtR,143.88.12.12,36941,143.88.13.10,445,False,False,0,8193.0,37588,92,tcp,2186.0,12936,80,"ntlm,smb,gssapi",Persistence,2,2,2,1,1,1,6,6,5,1,1,3,1,2,22,0,1,1,1,0,0,0,0,0,0,0
88,S0,0.001394987,S,143.88.3.11,37913,143.88.4.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
89,S0,0.001631975,S,143.88.5.14,40571,143.88.6.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
90,S0,0.00148797,S,143.88.2.17,37535,143.88.3.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
91,S0,0.002039194,S,143.88.8.12,45091,143.88.9.10,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
92,RSTO,0.2278280258178711,ShADTdtTtR,143.88.1.18,46377,143.88.2.20,445,False,False,0,9421.0,42916,100,tcp,2354.0,14024,88,"gssapi,smb,ntlm",Persistence,2,2,2,1,1,1,6,6,5,1,1,3,1,2,22,0,1,1,1,0,0,0,0,0,0,0
93,S0,0.001353979,S,143.88.2.17,33993,143.88.3.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
94,S0,0.001579046,S,143.88.13.12,37909,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
95,S0,0.00178504,S,143.88.9.12,37943,143.88.10.11,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
96,S0,0.001801014,S,143.88.5.14,34651,143.88.6.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
97,S0,0.002769232,S,143.88.3.11,38107,143.88.4.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
98,S0,0.001388073,S,143.88.11.10,44861,143.88.12.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
99,S0,0.001400948,S,143.88.13.12,35165,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
100,S0,0.001610994,S,143.88.8.12,34263,143.88.9.10,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
101,S0,0.001629114,S,143.88.5.14,34127,143.88.6.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
102,S0,0.001673937,S,143.88.5.14,43649,143.88.6.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
103,S0,0.001481056,S,143.88.11.10,44553,143.88.12.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
104,S0,0.001569986,S,143.88.13.12,34827,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
