community_id,conn_state,duration,history,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,local_orig,local_resp,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto,resp_bytes,resp_ip_bytes,resp_pkts,service,ts,uid,datetime,label_tactic,label_technique,label_binary,label_cve
1:cUo3e/2Gn5wBklUgHaVWwVy9rHY=,RSTO,0.2049930095672607,ShADTdtTtR,143.88.12.12,42605,143.88.13.10,445,False,False,0,8809.0,40260,96,tcp,2270.0,13480,84,"gssapi,smb,ntlm",1709119906.799032,CYJ3AX1JUNod4f9wQi,2024-02-28T11:31:46.799Z,Persistence,Duplicate,Duplicate,Duplicate
1:4w7d9aYWaFA2iGU9tRvO77o+Y8E=,RSTO,0.2266108989715576,ShADTdtTtR,143.88.12.12,33011,143.88.13.10,445,False,False,0,6961.0,32244,84,tcp,2018.0,11848,72,"ntlm,smb,gssapi",1709358962.810626,CozX3m4dyfJQ5Qp4hc,2024-03-02T05:56:02.810Z,Persistence,Duplicate,Duplicate,Duplicate
1:BEknckE/td4/NPNnDQAHAu2zN8w=,RSTR,2.059900999069214,ShADTdtTtTtFar,143.88.1.18,34067,143.88.2.20,445,False,False,0,15231.0,71564,204,tcp,4695.0,28124,180,"gssapi,dce_rpc,smb,ntlm",1709372788.625816,CMpT6D13ae5OJwbeek,2024-03-02T09:46:28.625Z,Persistence,Duplicate,Duplicate,Duplicate
1:SUl1RhjDgHh+6WRVJNTs3XComY4=,S0,0.0008971691131591797,S,143.88.14.11,38081,143.88.15.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,,1709331627.609197,CxWciL1Se0bnC0Bzu7,2024-03-01T22:20:27.609Z,Persistence,Duplicate,Duplicate,Duplicate
1:SyJeRROSxs56feHShRT/tLFUxu8=,S0,0.0014920234680175,S,143.88.2.17,44347,143.88.3.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,,1709260327.992331,CO5dCu47GDKzDgZYvk,2024-03-01T02:32:07.992Z,Persistence,Duplicate,Duplicate,Duplicate
1:5ax8WOJojlIVWIbcavVvhUtT1VU=,S0,0.0015149116516113,S,143.88.13.12,46841,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,,1709252270.553899,CQuBzcOduJHzFoAH,2024-03-01T00:17:50.553Z,Persistence,Duplicate,Duplicate,Duplicate
1:guyK8tuXWHFz7LQOmSRBAaszUSA=,S0,0.0016541481018066,S,143.88.15.10,42599,143.88.1.19,445,False,False,0,0.0,240,4,tcp,0.0,0,0,,1709156657.046558,CvenNkGwK4urNltv4,2024-02-28T21:44:17.046Z,Persistence,Duplicate,Duplicate,Duplicate
1:bevAdvFQG8Y41uf8Qr72KcJZC7Y=,S0,0.0017111301422119,S,143.88.13.12,38581,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,,1709264442.400368,CWzxih14HlaOtu49b3,2024-03-01T03:40:42.400Z,Persistence,Duplicate,Duplicate,Duplicate
1:hWUyEZlCY85ztg9fOYZBBOHJr4A=,RSTO,0.2033429145812988,ShADTdtTtR,143.88.12.12,40721,143.88.13.10,445,False,False,0,7577.0,34916,88,tcp,2102.0,12392,76,"ntlm,smb,gssapi",1709102507.342026,CynLtX1LQQ34kAvBWe,2024-02-28T06:41:47.342Z,Persistence,Duplicate,Duplicate,Duplicate
1:2VzII4eUIMKrmkGCWtEhL3FQpKo=,RSTO,0.2083370685577392,ShADTdtTtR,143.88.12.12,33607,143.88.13.10,445,False,False,0,11273.0,50948,112,tcp,2606.0,15656,100,"ntlm,smb,gssapi",1709386350.670779,CDCG764SGhzHUo1qil,2024-03-02T13:32:30.670Z,Persistence,Duplicate,Duplicate,Duplicate
1:J+Xp5lJvrsyTsK/Akxrg79hxoBo=,RSTR,9.851398944854736,ShADTadtTtTtFr,143.88.1.18,33041,143.88.2.20,445,False,False,0,15679.0,75036,220,tcp,4882.0,30168,204,"dce_rpc,ntlm,smb,gssapi",1709421088.894119,CGUKQ11YsDrtywRQMg,2024-03-02T23:11:28.894Z,Persistence,Duplicate,Duplicate,Duplicate
1:WLDvy+RUeNBq6X8y7haLaKOLfRI=,RSTR,0.5410811901092529,ShADTdtTtTtFar,143.88.1.18,37637,143.88.2.20,445,False,False,0,15555.0,72236,192,tcp,4870.0,29240,188,"ntlm,dce_rpc,smb,gssapi",1709282520.449349,Cub1cn2g2J9ppT0nq2,2024-03-01T08:42:00.449Z,Persistence,Duplicate,Duplicate,Duplicate
1:h0ZXYtZlCGM4K/hV3qhKXCjlI5g=,RSTR,10.654237031936646,ShADTadtTtTtFr,143.88.1.18,38195,143.88.2.20,445,False,False,0,15791.0,75552,232,tcp,5038.0,31416,216,"gssapi,dce_rpc,smb,ntlm",1709412872.844554,CIyXFO3WRGeYENcwA6,2024-03-02T20:54:32.844Z,Persistence,Duplicate,Duplicate,Duplicate
1:XlqdAvrcfxMhpRglaKVkEhGKaJM=,S0,0.0016109943389892,S,143.88.14.11,42471,143.88.15.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,,1709395595.666048,C7VsAEo1WbC3VQlt4,2024-03-02T16:06:35.666Z,Persistence,Duplicate,Duplicate,Duplicate
1:2XydbtEAKYPhOfHNqkYO4BH5HKE=,S0,0.0017399787902832,S,143.88.13.12,35011,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,,1709141985.166313,C8hi3k4383Owc5IVl8,2024-02-28T17:39:45.166Z,Persistence,Duplicate,Duplicate,Duplicate
1:Ej16GmRiYt/UxMDMqg2WgaNrXxk=,S0,0.0017621517181396,S,143.88.7.11,34433,143.88.8.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,,1709138807.245699,CETjRq3yKd20m33qch,2024-02-28T16:46:47.245Z,Persistence,Duplicate,Duplicate,Duplicate
1:c/pkJc6ADGfhc7jKHU0FhGshLto=,S0,0.0014729499816894,S,143.88.6.11,42559,143.88.7.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,,1709288559.052896,CAa6Wr2E4F4aWdW7h,2024-03-01T10:22:39.052Z,Persistence,Duplicate,Duplicate,Duplicate
1:FL14ZOUz5NA3VNP4TwlR8314UTg=,S0,0.0016520023345947,S,143.88.6.11,43175,143.88.7.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,,1709243547.601418,CjpHix424lAYmqdcS9,2024-02-29T21:52:27.601Z,Persistence,Duplicate,Duplicate,Duplicate
1:zrDrkLmbzFIKLTnHC5oFNoW9k4Q=,RSTO,0.2033541202545166,ShADTdtTtR,143.88.12.12,36211,143.88.13.10,445,False,False,0,8193.0,37588,92,tcp,2186.0,12936,80,"gssapi,smb,ntlm",1709160221.029146,CXTmWe4hrRBqrCW5l4,2024-02-28T22:43:41.029Z,Persistence,Duplicate,Duplicate,Duplicate
1:+o7AKyyVZEJ0/6opJ4OmvvpreaY=,S0,0.0006399154663085938,S,143.88.5.14,42603,143.88.6.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,,1709101052.941544,CJVkbA5Wx7Dt2y7ee,2024-02-28T06:17:32.941Z,Persistence,Duplicate,Duplicate,Duplicate
1:okHhaj7HfTNmzBVkcbNeOaDPKK8=,S0,0.0011680126190185,S,143.88.4.11,39897,143.88.5.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,,1709413229.030443,CiqCL13iWM9mvakjYc,2024-03-02T21:00:29.030Z,Persistence,Duplicate,Duplicate,Duplicate
1:ic8Vsmq7J7RI3ofpyLHy4w9R2gk=,S0,0.0012948513031005,S,143.88.13.12,43975,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,,1709392284.69018,CaP4wM1ozcZw28Jcn3,2024-03-02T15:11:24.690Z,Persistence,Duplicate,Duplicate,Duplicate
