community_id,conn_state,duration,history,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,local_orig,local_resp,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto,resp_bytes,resp_ip_bytes,resp_pkts,service,ts,uid,datetime,label_tactic
1:MerD8lzGjDrxOrklp4cXvXE/F9M=,S0,0.001039028,S,143.88.7.11,36181,143.88.8.13,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709437746.964655,CdjIWMOCdxZwGcAcd,2024-03-03T03:49:06.964Z,Persistence
1:yG2D96yd1dPornZZOtt9CbZhj0o=,RSTO,0.2001287937164306,ShADTdtTtR,143.88.12.12,32841,143.88.13.10,445,FALSE,FALSE,0,10041,45604,104,tcp,2438,14568,92,"ntlm,smb,gssapi",1709429377.893639,Ch5Md92dvO4635W3i4,2024-03-03T01:29:37.893Z,Persistence
1:dA+jLSOYTegahJ0Rhgg9CzV9JV8=,S0,0.001708031,S,143.88.6.11,43885,143.88.7.14,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709475509.330602,CSw32D4YZXmoeMApj3,2024-03-03T14:18:29.330Z,Persistence
1:EvQQgRRauUsOtKq5S1ExtBfBUZc=,S0,0.001806021,S,143.88.2.17,46873,143.88.3.14,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709508258.082825,CKeZIV2a8JCNMgfpL9,2024-03-03T23:24:18.082Z,Persistence
1:mkzJ5RfXdw/shsBjrQqMuSAEQxs=,S0,0.001081944,S,143.88.2.17,33229,143.88.3.14,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709458318.401309,CP9Qdv2oWvNCglTVi5,2024-03-03T09:31:58.401Z,Persistence
1:M3DdSwIapKR0yS/9t5XmdiMbZpw=,RSTR,9.530756950378418,ShADTadtTtTtFr,143.88.1.18,33929,143.88.2.20,445,FALSE,FALSE,0,15307,72800,200,tcp,4690,29448,204,"ntlm,dce_rpc,smb,gssapi",1709449383.422916,CMnKZB18KZDn6omF11,2024-03-03T07:03:03.422Z,Persistence
1:PuDhAXurfnCA1kfHiPxNGZRFU9Q=,S0,0.000977993,S,143.88.15.10,41921,143.88.1.19,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709499546.048867,C4V9n42ya7hOsbkG37,2024-03-03T20:59:06.048Z,Persistence
1:gRsAwbh3lfOBzirVMpvcXZfibkc=,S0,0.001104116,S,143.88.11.10,34155,143.88.12.14,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709455568.783294,CQNqOM1ZVBK9KqnZZ3,2024-03-03T08:46:08.783Z,Persistence
1:76vpdhAsj67xu6JGjfFhPiBeXNg=,S0,0.001335859,S,143.88.14.11,37453,143.88.15.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709449976.614921,Czw8MG3mKppj0OGIxj,2024-03-03T07:12:56.614Z,Persistence
1:cajFWUsNeMKAVpjs2eEs4OgL+/M=,S0,0.001484156,S,143.88.3.11,36101,143.88.4.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709436476.789883,Cdezju4bL8yt0yZF6l,2024-03-03T03:27:56.789Z,Persistence
1:baaQLtuYsRivehJDDh9RulDeZhQ=,S0,0.002028942,S,143.88.3.11,43373,143.88.4.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709445717.207299,CQVPzmkVJnqnbGdp6,2024-03-03T06:01:57.207Z,Persistence
1:K+2/hiPAg7xeQXr/Iw/qr5w5X1k=,S0,0.001107931,S,143.88.14.11,39815,143.88.15.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709491802.486819,CiKUpy1ge1JdsX0XNk,2024-03-03T18:50:02.486Z,Persistence
1:N9h5EqSyGBo7MkYMlyyalDhIRkw=,S0,0.001173973,S,143.88.13.12,39389,143.88.14.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709447658.538659,C1nZ9d3356OIBrP3Fh,2024-03-03T06:34:18.538Z,Persistence
1:7sVWHvUWFGVEQQe7+xT5bqW0LAs=,S0,0.001379967,S,143.88.4.11,35567,143.88.5.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709485117.689706,CHqQkI1FU6lPPlwW32,2024-03-03T16:58:37.689Z,Persistence
1:rlwAUGiBFJlmofYZnzWp/+1HEXo=,S0,0.003367901,S,143.88.6.11,41913,143.88.7.14,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709484440.917053,CSJ5EF2vmrFDarSvoj,2024-03-03T16:47:20.917Z,Persistence
1:u31JLO0JIjKgH3FQ/ydiwHnj8Qw=,S0,0.001199961,S,143.88.13.12,45303,143.88.14.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709426126.617472,CH1Iar1RCd8UXO8xGe,2024-03-03T00:35:26.617Z,Persistence
1:1SPcEBSlac5YKiUrD5V/NzfH1No=,RSTO,0.2567620277404785,ShADTFadtR,143.88.1.18,36389,143.88.2.20,445,FALSE,FALSE,0,73,1316,20,tcp,174,1352,12,gssapi,1709468271,CLmMdd4LJD8Cy6Ffh5,2024-03-03T12:17:50.591Z,Persistence
1:K90McW3kjr3/yQMUuNJnVsa0IEo=,S0,0.00111413,S,143.88.15.10,34863,143.88.1.19,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709392821.547634,CidJPr1E3FmlvNcWdd,2024-03-02T15:20:21.547Z,Persistence
1:OzH03JoUeAUrU+pH/YnwNesNi0M=,S0,0.001455069,S,143.88.15.10,34165,143.88.1.19,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709160656.266501,C9iuAi3pl36iuAdij2,2024-02-28T22:50:56.266Z,Persistence
1:ATSwj4pT3zyCHthuA80OjLvTEvY=,S0,0.001852989,S,143.88.11.10,43815,143.88.12.14,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709112298.564197,CBFZpe4HNcMoQRZwfh,2024-02-28T09:24:58.564Z,Persistence
1:ZN2rMMmLt5SI6r52Q0T3Sp5RrR8=,S0,0.002099991,S,143.88.3.11,45875,143.88.4.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709317520.940528,ClKyMhiWVdXTQhm2,2024-03-01T18:25:20.940Z,Persistence
1:HcX0T9128Mro54sdRqYn5sUe9jg=,S0,0.001406908,S,143.88.15.10,39541,143.88.1.19,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709303902.061443,CC21Vn4KAJhtDsNam9,2024-03-01T14:38:22.061Z,Persistence
1:RkEIqMk+bNM04WkGEXZGU3czHec=,S0,0.001512051,S,143.88.13.12,42199,143.88.14.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709373384.586828,CuVZi9PinFu5dHorf,2024-03-02T09:56:24.586Z,Persistence
1:qwSHueRRbZXCURkCRsV/L+4+ggg=,S0,0.001608849,S,143.88.15.10,46601,143.88.1.19,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709414655.655569,Ce0mc72bRU3zbmDN3f,2024-03-02T21:24:15.655Z,Persistence
1:PptCweVayo96mw0xcw6XnRKeuJI=,S0,0.001621008,S,143.88.7.11,36297,143.88.8.13,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709344794.121482,Cv9y3T30qNMnOoxT7h,2024-03-02T01:59:54.121Z,Persistence
1:sykgrdOLaTsVUYQYBJBIoEWxVmw=,S0,0.001951933,S,143.88.8.12,32805,143.88.9.10,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709137320.929034,CbuK5SLOvj97qULvh,2024-02-28T16:22:00.929Z,Persistence
1:cUo3e/2Gn5wBklUgHaVWwVy9rHY=,RSTO,0.2049930095672607,ShADTdtTtR,143.88.12.12,42605,143.88.13.10,445,FALSE,FALSE,0,8809,40260,96,tcp,2270,13480,84,"gssapi,smb,ntlm",1709119906.799032,CYJ3AX1JUNod4f9wQi,2024-02-28T11:31:46.799Z,Persistence
1:4w7d9aYWaFA2iGU9tRvO77o+Y8E=,RSTO,0.2266108989715576,ShADTdtTtR,143.88.12.12,33011,143.88.13.10,445,FALSE,FALSE,0,6961,32244,84,tcp,2018,11848,72,"ntlm,smb,gssapi",1709358962.810626,CozX3m4dyfJQ5Qp4hc,2024-03-02T05:56:02.810Z,Persistence
1:BEknckE/td4/NPNnDQAHAu2zN8w=,RSTR,2.059900999069214,ShADTdtTtTtFar,143.88.1.18,34067,143.88.2.20,445,FALSE,FALSE,0,15231,71564,204,tcp,4695,28124,180,"gssapi,dce_rpc,smb,ntlm",1709372788.625816,CMpT6D13ae5OJwbeek,2024-03-02T09:46:28.625Z,Persistence
1:SUl1RhjDgHh+6WRVJNTs3XComY4=,S0,0.000897169,S,143.88.14.11,38081,143.88.15.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709331627.609197,CxWciL1Se0bnC0Bzu7,2024-03-01T22:20:27.609Z,Persistence
1:SyJeRROSxs56feHShRT/tLFUxu8=,S0,0.001492023,S,143.88.2.17,44347,143.88.3.14,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709260327.992331,CO5dCu47GDKzDgZYvk,2024-03-01T02:32:07.992Z,Persistence
1:5ax8WOJojlIVWIbcavVvhUtT1VU=,S0,0.001514912,S,143.88.13.12,46841,143.88.14.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709252270.553899,CQuBzcOduJHzFoAH,2024-03-01T00:17:50.553Z,Persistence
1:guyK8tuXWHFz7LQOmSRBAaszUSA=,S0,0.001654148,S,143.88.15.10,42599,143.88.1.19,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709156657.046558,CvenNkGwK4urNltv4,2024-02-28T21:44:17.046Z,Persistence
1:bevAdvFQG8Y41uf8Qr72KcJZC7Y=,S0,0.00171113,S,143.88.13.12,38581,143.88.14.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709264442.400368,CWzxih14HlaOtu49b3,2024-03-01T03:40:42.400Z,Persistence
1:hWUyEZlCY85ztg9fOYZBBOHJr4A=,RSTO,0.2033429145812988,ShADTdtTtR,143.88.12.12,40721,143.88.13.10,445,FALSE,FALSE,0,7577,34916,88,tcp,2102,12392,76,"ntlm,smb,gssapi",1709102507.342026,CynLtX1LQQ34kAvBWe,2024-02-28T06:41:47.342Z,Persistence
1:2VzII4eUIMKrmkGCWtEhL3FQpKo=,RSTO,0.2083370685577392,ShADTdtTtR,143.88.12.12,33607,143.88.13.10,445,FALSE,FALSE,0,11273,50948,112,tcp,2606,15656,100,"ntlm,smb,gssapi",1709386350.670779,CDCG764SGhzHUo1qil,2024-03-02T13:32:30.670Z,Persistence
1:J+Xp5lJvrsyTsK/Akxrg79hxoBo=,RSTR,9.851398944854736,ShADTadtTtTtFr,143.88.1.18,33041,143.88.2.20,445,FALSE,FALSE,0,15679,75036,220,tcp,4882,30168,204,"dce_rpc,ntlm,smb,gssapi",1709421088.894119,CGUKQ11YsDrtywRQMg,2024-03-02T23:11:28.894Z,Persistence
1:WLDvy+RUeNBq6X8y7haLaKOLfRI=,RSTR,0.5410811901092529,ShADTdtTtTtFar,143.88.1.18,37637,143.88.2.20,445,FALSE,FALSE,0,15555,72236,192,tcp,4870,29240,188,"ntlm,dce_rpc,smb,gssapi",1709282520.449349,Cub1cn2g2J9ppT0nq2,2024-03-01T08:42:00.449Z,Persistence
1:h0ZXYtZlCGM4K/hV3qhKXCjlI5g=,RSTR,10.654237031936646,ShADTadtTtTtFr,143.88.1.18,38195,143.88.2.20,445,FALSE,FALSE,0,15791,75552,232,tcp,5038,31416,216,"gssapi,dce_rpc,smb,ntlm",1709412872.844554,CIyXFO3WRGeYENcwA6,2024-03-02T20:54:32.844Z,Persistence
1:XlqdAvrcfxMhpRglaKVkEhGKaJM=,S0,0.001610994,S,143.88.14.11,42471,143.88.15.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709395595.666048,C7VsAEo1WbC3VQlt4,2024-03-02T16:06:35.666Z,Persistence
1:2XydbtEAKYPhOfHNqkYO4BH5HKE=,S0,0.001739979,S,143.88.13.12,35011,143.88.14.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709141985.166313,C8hi3k4383Owc5IVl8,2024-02-28T17:39:45.166Z,Persistence
1:Ej16GmRiYt/UxMDMqg2WgaNrXxk=,S0,0.001762152,S,143.88.7.11,34433,143.88.8.13,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709138807.245699,CETjRq3yKd20m33qch,2024-02-28T16:46:47.245Z,Persistence
1:c/pkJc6ADGfhc7jKHU0FhGshLto=,S0,0.00147295,S,143.88.6.11,42559,143.88.7.14,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709288559.052896,CAa6Wr2E4F4aWdW7h,2024-03-01T10:22:39.052Z,Persistence
1:FL14ZOUz5NA3VNP4TwlR8314UTg=,S0,0.001652002,S,143.88.6.11,43175,143.88.7.14,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709243547.601418,CjpHix424lAYmqdcS9,2024-02-29T21:52:27.601Z,Persistence
1:zrDrkLmbzFIKLTnHC5oFNoW9k4Q=,RSTO,0.2033541202545166,ShADTdtTtR,143.88.12.12,36211,143.88.13.10,445,FALSE,FALSE,0,8193,37588,92,tcp,2186,12936,80,"gssapi,smb,ntlm",1709160221.029146,CXTmWe4hrRBqrCW5l4,2024-02-28T22:43:41.029Z,Persistence
1:+o7AKyyVZEJ0/6opJ4OmvvpreaY=,S0,0.000639915,S,143.88.5.14,42603,143.88.6.13,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709101052.941544,CJVkbA5Wx7Dt2y7ee,2024-02-28T06:17:32.941Z,Persistence
1:okHhaj7HfTNmzBVkcbNeOaDPKK8=,S0,0.001168013,S,143.88.4.11,39897,143.88.5.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709413229.030443,CiqCL13iWM9mvakjYc,2024-03-02T21:00:29.030Z,Persistence
1:ic8Vsmq7J7RI3ofpyLHy4w9R2gk=,S0,0.001294851,S,143.88.13.12,43975,143.88.14.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709392285,CaP4wM1ozcZw28Jcn3,2024-03-02T15:11:24.690Z,Persistence
1:1DhyyeJgvc1yXJaT5qXAqcoaAGI=,S0,0.001326084,S,143.88.6.11,44263,143.88.7.14,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709402749.316465,CU8G6s45wkyukO8vT8,2024-03-02T18:05:49.316Z,Persistence
1:OSxv5wV7K1g7iA1xyc3Obx6h/Mo=,S0,0.001399994,S,143.88.4.11,38581,143.88.5.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709207634.198486,CFXyC03DhMUXsjhSHj,2024-02-29T11:53:54.198Z,Persistence
1:vB1gWeTR7yBf/O4qok4LWc2SpBU=,S0,0.002163887,S,143.88.14.11,33205,143.88.15.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709144276.183046,CBVe3C4ICRKrobmdOe,2024-02-28T18:17:56.183Z,Persistence
1:XxNNll6wQvHk1qla1IFzyAY8Ru8=,S0,0.001214027,S,143.88.7.11,44837,143.88.8.13,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709252902.841704,CYBGde3XHJgIdA2M21,2024-03-01T00:28:22.841Z,Persistence
1:rzDRXGj6Oq7esYawTlENiGmcsv8=,RSTO,0.2031490802764892,ShADTdtTtR,143.88.12.12,36941,143.88.13.10,445,FALSE,FALSE,0,8193,37588,92,tcp,2186,12936,80,"ntlm,smb,gssapi",1709254223.544062,CpkhFrEIHaKYt2Wz7,2024-03-01T00:50:23.544Z,Persistence
1:casIufU6FO0j5HQgGMzcizqetvU=,S0,0.001394987,S,143.88.3.11,37913,143.88.4.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709121233.533093,CCRiKJ1AN0o3JPaO5c,2024-02-28T11:53:53.533Z,Persistence
1:62ghyPuitsGpgZ8Pk2s/kcPX14k=,S0,0.001631975,S,143.88.5.14,40571,143.88.6.13,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709275552.666938,CVgdEw3xljVmhLVAFf,2024-03-01T06:45:52.666Z,Persistence
1:Ux0aBfGRAQoe9kplg32rep+KY+0=,S0,0.00148797,S,143.88.2.17,37535,143.88.3.14,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709115727.917207,CBamxP3md6wBk27Zbe,2024-02-28T10:22:07.917Z,Persistence
1:j1ci0GD5sdR7LgK1ucbz5FiiyXI=,S0,0.002039194,S,143.88.8.12,45091,143.88.9.10,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709304151.875795,CKXBzd49AIFVE88h2,2024-03-01T14:42:31.875Z,Persistence
1:llZKwlV9BBBSAR280JDpYYufaT8=,RSTO,0.2278280258178711,ShADTdtTtR,143.88.1.18,46377,143.88.2.20,445,FALSE,FALSE,0,9421,42916,100,tcp,2354,14024,88,"gssapi,smb,ntlm",1709094951.365427,Ck7RrG3UYiJyrNy5ld,2024-02-28T04:35:51.365Z,Persistence
1:az3joKdQJYJg5Ix8wEo45TzRSz0=,S0,0.001353979,S,143.88.2.17,33993,143.88.3.14,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709164176.464946,Coor9643ZpbX86Taej,2024-02-28T23:49:36.464Z,Persistence
1:SaI4TSe5CB44BuQ8S4SRtjC2KcI=,S0,0.001579046,S,143.88.13.12,37909,143.88.14.12,445,FALSE,FALSE,0,0,240,4,tcp,0,0,0,,1709330742,C30tNO3cGVcnogNyD6,2024-03-01T22:05:41.755Z,Persistence
