community_id,conn_state,duration,history,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,local_orig,local_resp,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto,resp_bytes,resp_ip_bytes,resp_pkts,service,ts,uid,datetime,label_tactic
1:8zbKMtnZBeWdi5+S+65gOHU620E=,S0,2.193450927734375E-5,D,143.88.255.10,47438,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640827212882384E9,C2EbD43CIrNjkIDgb1,2021-12-30T01:20:12.882Z,none
1:Tbs1YrY2XK8u9JJdQsinzzInW48=,S0,1.1920928955078125E-5,D,143.88.255.10,59013,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.64056800063254E9,CmruGS27V3BrGZU6Ki,2021-12-27T01:20:00.632Z,none
1:251chTCTngWFBRYEjZvpiBlQC2Y=,S0,1.5974044799804688E-5,D,143.88.255.10,49754,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640827303632593E9,C4DRrT3Uv8uTyl8eo1,2021-12-30T01:21:43.632Z,none
1:/SQ5G2GvCCmDg23l+BhZPpWkooU=,S0,1.5020370483398438E-5,D,143.88.255.10,34457,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640827636383073E9,CGEFp54SCRdkwBntyh,2021-12-30T01:27:16.383Z,none
1:shfbC9zyYGfwIt8+IAY+ZRaACB4=,S0,1.5020370483398438E-5,D,143.88.255.10,48870,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640915421880533E9,CAAko01ogXvCOzITg6,2021-12-31T01:50:21.880Z,none
1:HqSoKTJfFMlPX6wGAxO/cs8HuqM=,S0,1.0967254638671875E-5,D,143.88.255.10,42062,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640827575881845E9,CtDxik3nWpWIA9j7vj,2021-12-30T01:26:15.881Z,none
1:jG+SY/IxbVSPlcYI803kr3Ungo8=,S0,1.2159347534179688E-5,D,143.88.255.10,42171,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640655725633458E9,Cvbn5k4nFmy41avCk2,2021-12-28T01:42:05.633Z,none
1:NV9BKQ33bfpHKLF2Tsd1Ed0ToW4=,SF,5.004447937011719,Dd,143.88.1.51,43810,143.88.1.1,53,FALSE,FALSE,0,204,316,4,udp,48,160,4,dns,1.640655520174415E9,C8Tw622vyGvGOlVooc,2021-12-28T01:38:40.174Z,none
1:wFHHFdcFIUc/X0VZKhUlzh2xBac=,SF,5.004494905471802,Dd,143.88.1.51,46398,143.88.1.1,53,FALSE,FALSE,0,156,268,4,udp,48,160,4,dns,1.640568546315015E9,CB1sZf2HwyFMfDzKB1,2021-12-27T01:29:06.315Z,none
1:7kUL4lX0+2RdxxpQPAAhLrKg1iY=,S0,2.002716064453125E-5,D,143.88.255.10,54944,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640914937882837E9,C6c8Cj33cSy6JtjEG3,2021-12-31T01:42:17.882Z,none
1:u8p6E6miJhtEV1NIyi6uFHDY9Rc=,S0,2.86102294921875E-6,D,143.88.255.10,41492,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640913122880161E9,CmI2YuxhLWgGQmMm,2021-12-31T01:12:02.880Z,none
1:hQO92ALKStMu7DuZn/VMWB7Xrdk=,S0,1.7881393432617188E-5,D,143.88.255.10,36523,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640740244134422E9,C6ZLby4sSHGK0MFQAg,2021-12-29T01:10:44.134Z,none
1:MXe2yG/BkNYHjvwJmr8DESU1EOA=,S0,1.71661376953125E-5,D,143.88.255.10,40242,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640568726631204E9,CHHtet47hoWkyjLPF,2021-12-27T01:32:06.631Z,none
1:eL6tp7L1ujveXxG429Who3/+MvA=,S0,1.71661376953125E-5,D,143.88.255.10,32937,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640570239134395E9,CXDzm14PMBFb4qv9fe,2021-12-27T01:57:19.134Z,none
1:LAwIsWAmJExI6D3/0geHB7p1bzw=,S0,1.2159347534179688E-5,D,143.88.255.10,37286,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640912820380936E9,CWbFL31OZvZfVCXvq4,2021-12-31T01:07:00.380Z,none
1:qRJt3CXczvg9G1zm4sqY5Adp+Ts=,S0,1.4066696166992188E-5,D,143.88.255.10,43114,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640740788633307E9,CHC22Z1AozsDJQjh87,2021-12-29T01:19:48.633Z,none
1:Hngr5QjMC1p0/M4tA3IdIZ9LeeM=,S0,1.6927719116210938E-5,D,143.88.255.10,55014,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640740395385832E9,CClVvq2KrliS4wEJ,2021-12-29T01:13:15.385Z,none
1:bu+SYABXYYlIl+eIdSGwI4+YzSk=,S0,1.6927719116210938E-5,D,143.88.255.10,50203,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640740758384063E9,CLyuVq4gqhs5WBTAoc,2021-12-29T01:19:18.384Z,none
1:hawXnLd/11v2vZ4inh6mJ+0bawY=,S0,5.0067901611328125E-6,D,143.88.255.10,44802,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640655755882131E9,CKpa3oa1S6ySzN40a,2021-12-28T01:42:35.882Z,none
1:J0YbkvvBx3+HYBPIDXQsExmIkrg=,S0,8.008525848388672,D,172.28.128.3,138,172.28.128.255,138,TRUE,TRUE,0,1025,1165,5,udp,0,0,0,,1.640826304980478E9,CoWzxi34pdsF6JZCf8,2021-12-30T01:05:04.980Z,none
1:iOgdgrlfkSHPS2/KuLoO5SzPqqA=,S0,1.2159347534179688E-5,D,143.88.255.10,34057,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640656330631935E9,CMHxX62qVX6ykj4GUf,2021-12-28T01:52:10.631Z,none
1:spsZylmnBnRfVhU3kuKZOS9uvmk=,S0,2.5987625122070312E-5,D,143.88.255.10,55335,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640656451634666E9,C34WvAybqZ3kJSTl3,2021-12-28T01:54:11.634Z,none
1:9ezSWClYaeEQS3kpX2WFKaYfgjk=,SF,5.004449844360352,Dd,143.88.1.51,49335,143.88.1.1,53,FALSE,FALSE,0,204,316,4,udp,48,160,4,dns,1.640889252108442E9,C635S12NqeqMQyHQm4,2021-12-30T18:34:12.108Z,none
1:cC+2pBwyyLpqnF/jy4nQK20LgVk=,S0,1.4066696166992188E-5,D,143.88.255.10,48686,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640504052132845E9,CHcFJq3dAUifuYn3P8,2021-12-26T07:34:12.132Z,none
1:3KqkJrQUAe+4BxnPXxK4hk/cJv8=,S0,1.1920928955078125E-5,D,143.88.255.10,49789,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640651641882751E9,CLAgUHmFvzQNPAPXk,2021-12-28T00:34:01.882Z,none
1:66U25J2aSVfUNK8igYOytmrOwoc=,S0,1.2874603271484375E-5,D,143.88.255.10,55378,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.6404820301347E9,Cw902P3nZwC96W3sm8,2021-12-26T01:27:10.134Z,none
1:pdFMIfHoD6Szh4mR8sNf1LHiT7o=,SF,5.0004401206970215,Dd,143.88.1.51,35262,143.88.1.1,53,FALSE,FALSE,0,204,316,4,udp,48,160,4,dns,1.64050316830246E9,CWXgGd4RGZ1Ez6CNi7,2021-12-26T07:19:28.302Z,none
1:yRN0cSglpl81msbOUcJNO+z1fCs=,S0,2.5033950805664062E-5,D,143.88.255.10,44321,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640503507632498E9,CU8z6Wc2xxRlKl84k,2021-12-26T07:25:07.632Z,none
1:H1jqqooVKx/3X/AwKmssSh3lV6U=,S0,1.2874603271484375E-5,D,143.88.255.10,56856,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640887198634026E9,C8z9ELCUIKWI2fr1d,2021-12-30T17:59:58.634Z,none
1:aYZ/eSHQHgYQ4xm3G4CO8XH/Gto=,S0,1.5020370483398438E-5,D,143.88.255.10,52733,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640481667132445E9,Ce9uHR2FCl9r0L4uN4,2021-12-26T01:21:07.132Z,none
1:74KnfPl/i1sJDF8fFQOIvJ9dMDY=,S0,8.005342007,D,143.88.1.50,138,143.88.1.255,138,FALSE,FALSE,0,1025,1165,5,udp,0,0,0,,1.640876989514637E9,CmbVJ84jMEloyde12g,2021-12-30T15:09:49.514Z,none
1:gB1WjrzY/Zxp367C+zG4u845Ozc=,SF,5.0043580532073975,Dd,143.88.1.51,42068,143.88.1.1,53,FALSE,FALSE,0,156,268,4,udp,48,160,4,dns,1.640482543112758E9,CnpeE83Ukygx1df5Ob,2021-12-26T01:35:43.112Z,none
1:ZMTpbPhKZUb0yohgK6h/BhbIY0k=,S0,1.3113021850585938E-5,D,143.88.255.10,44947,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640877821133976E9,CLeqP7aeKXqptGCu8,2021-12-30T15:23:41.133Z,none
1:gVnIdjbyGtW9s4aKq4JSBt/qK60=,S0,1.1920928955078125E-5,D,143.88.255.10,38877,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640481697384927E9,Ce2ovN1YObhUGmQHl2,2021-12-26T01:21:37.384Z,none
1:3MazdkpkJcfji+ROjLP9yEIiUvw=,S0,1.5974044799804688E-5,D,143.88.255.10,60725,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640652367883439E9,CWq6574L6VUTXMkSG4,2021-12-28T00:46:07.883Z,none
1:Ic+XpzW70KI+7TskpiCyufPFa7Q=,S0,2.002716064453125E-5,D,143.88.255.10,37814,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640651157881265E9,CGeoVt198PR6kbLki,2021-12-28T00:25:57.881Z,none
1:KUwMzCjxqMwKppXPGZ8igtnVtk0=,S0,1.71661376953125E-5,D,143.88.255.10,40229,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640483875384996E9,ChVN1Z2a5K1DCKnBp1,2021-12-26T01:57:55.384Z,none
1:NCZM5LSqoqOsTxfZ4dTIPT18bF8=,S0,1.5020370483398438E-5,D,143.88.255.10,42142,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640891100881403E9,C2ZORw2eP7HGAnfx21,2021-12-30T19:05:00.881Z,none
1:DYAjTUmim/ndPtB+NIyNsAL2zmo=,S0,1.5974044799804688E-5,D,143.88.255.10,55980,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640649766381383E9,CirGRB1hzuOe9vVSBl,2021-12-28T00:02:46.381Z,none
1:Oax7wUe3plAGBrHh+0u87cQPBMU=,SF,5.002701044082642,Dd,143.88.1.51,58326,143.88.1.1,53,FALSE,FALSE,0,204,316,4,udp,48,160,4,dns,1.640877323292319E9,C6IpnB4RNfCnFS8DKl,2021-12-30T15:15:23.292Z,none
1:gc/r++x1BU0LokTOrEK8qInpKXQ=,S0,1.2874603271484375E-5,D,143.88.255.10,56975,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640961855633692E9,CW8h42LkTQk0WBgb8,2021-12-31T14:44:15.633Z,none
1:i9rzikR12bhruqDpHmZU8XPsNmw=,S0,5.9604644775390625E-6,D,143.88.255.10,47174,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640502146382347E9,CsewZq2ztNEAbpdFrb,2021-12-26T07:02:26.382Z,none
1:VKc/8rL0tzl/7UfWgbLHLL8HxQE=,S0,1.5974044799804688E-5,D,143.88.255.10,39374,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.64050495963196E9,C56c5b2Z6pvpOdxUN8,2021-12-26T07:49:19.631Z,none
1:ZM1qtGxud3z+zbCgizNGPM5bPak=,S0,1.7881393432617188E-5,D,143.88.255.10,41503,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640889013631056E9,CIl4idvsIWKvh65N6,2021-12-30T18:30:13.631Z,none
1:e56HrFtmMuRzFcanYb5EvffYAMU=,S0,1.3113021850585938E-5,D,143.88.255.10,40195,10.0.10.1,53,FALSE,TRUE,0,102,158,2,udp,0,0,0,dns,1.640483209884178E9,CtyyJO3wGx6JTpdiza,2021-12-26T01:46:49.884Z,none
1:GoNYPyF3Kn7vp/7QbuyKKDNkzek=,S0,1.0967254638671875E-5,D,143.88.255.10,41235,10.0.10.1,53,FALSE,TRUE,0,78,134,2,udp,0,0,0,dns,1.640959435635317E9,CN7Qe84DPaLCNso6m8,2021-12-31T14:03:55.635Z,none
1:b/j5xoLbCOB9wiSlnGgoM25bER0=,SF,4.999698877334595,Dd,143.88.1.51,54391,143.88.1.1,53,FALSE,FALSE,0,204,316,4,udp,48,160,4,dns,1.640504629373562E9,CBlsFXMZBIO2lfiqa,2021-12-26T07:43:49.373Z,none
